chgis_sys_id	dila_pl_id	match_method	delta_lat	delta_lon	name
40069	PL000000012816	name-only			海鹽縣
40070	PL000000012816	name-only			海鹽縣
40071	PL000000012816	name-only			海鹽縣
40072	PL000000012816	name-only			海鹽縣
40073	PL000000012816	name-only			海鹽縣
40075	PL000000012816	name-only			海鹽縣
40093	PL000000012113	name-only			臨安縣
40095	PL000000012113	name-only			臨安縣
40097	PL000000012113	name-only			臨安縣
40098	PL000000012113	name-only			臨安縣
40112	PL000000012857	name-only			鹽官縣
40114	PL000000012857	name-only			鹽官縣
40138	PL000000013116	name-only			長城縣
40378	PL000000059217	name-only			常熟縣
40379	PL000000059217	name-only			常熟縣
40380	PL000000059217	name-only			常熟縣
40382	PL000000059217	name-only			常熟縣
40386	PL000000059146	name-only			崇明縣
40387	PL000000059146	name-only			崇明縣
40388	PL000000059146	name-only			崇明縣
40389	PL000000059146	name-only			崇明縣
40390	PL000000059146	name-only			崇明縣
40391	PL000000008423	name-only			嘉定縣
40393	PL000000008423	name-only			嘉定縣
40409	PL000000010098	name-only			太湖廳
40413	PL000000009925	name-only			吳江縣
40415	PL000000009925	name-only			吳江縣
40417	PL000000010146	name-only			海陽縣
40418	PL000000010200	name-only			信義縣
40419	PL000000010158	name-only			海虞縣
40420	PL000000010161	name-only			興國縣
40422	PL000000008454	name-only			前京縣
40431	PL000000009408	name-only			利城縣
40432	PL000000009408	name-only			利城縣
40454	PL000000059258	name-only			武進縣
40456	PL000000059258	name-only			武進縣
40457	PL000000059258	name-only			武進縣
40459	PL000000059258	name-only			武進縣
40464	PL000000009460	name-only			臨津縣
40465	PL000000009460	name-only			臨津縣
40467	PL000000009483	name-only			國山縣
40468	PL000000018032	name-only			綏安縣
40477	PL000000008431	name-only			川沙廳
40487	PL000000057416	name-only			金山縣
40488	PL000000057416	name-only			金山縣
40493	PL000000008482	name-only			華亭縣
40495	PL000000008482	name-only			華亭縣
40505	PL000000057416	name-only			金山縣
40506	PL000000057416	name-only			金山縣
40508	PL000000057416	name-only			金山縣
40526	PL000000009015	name-only			江乘縣
40528	PL000000009015	name-only			江乘縣
40530	PL000000009015	name-only			江乘縣
40531	PL000000011071	name-only			句容縣
40533	PL000000011071	name-only			句容縣
40535	PL000000011071	name-only			句容縣
40538	PL000000009121	name-only			江寧縣
40539	PL000000009121	name-only			江寧縣
40544	PL000000009121	name-only			江寧縣
40548	PL000000009121	name-only			江寧縣
40565	PL000000058642	name-only			丹徒縣
40566	PL000000059258	name-only			武進縣
40567	PL000000058642	name-only			丹徒縣
40568	PL000000058642	name-only			丹徒縣
40570	PL000000058642	name-only			丹徒縣
40594	PL000000057416	name-only			金山縣
40604	PL000000015029	name-only			龍泉縣
40606	PL000000015029	name-only			龍泉縣
40607	PL000000059067	name-only			青田縣
40623	PL000000046710	name-only			白石縣
40628	PL000000030841	name-only			信安縣
40644	PL000000055233	name-only			武安縣
40646	PL000000030841	name-only			信安縣
40647	PL000000030841	name-only			信安縣
40655	PL000000014314	name-only			章安縣
40656	PL000000014314	name-only			章安縣
40662	PL000000015619	name-only			太平縣
40664	PL000000014808	name-only			始豐縣
40665	PL000000014808	name-only			始豐縣
40666	PL000000014808	name-only			始豐縣
40668	PL000000059262	name-only			天台縣
40669	PL000000014808	name-only			始豐縣
40671	PL000000059262	name-only			天台縣
40672	PL000000014830	name-only			樂安縣
40673	PL000000014830	name-only			樂安縣
40674	PL000000014830	name-only			樂安縣
40677	PL000000012640	name-only			樂成縣
40678	PL000000012640	name-only			樂成縣
40679	PL000000012640	name-only			樂成縣
40680	PL000000012616	name-only			樂清縣
40685	PL000000029710	name-only			平陽縣
40687	PL000000029710	name-only			平陽縣
40690	PL000000012607	name-only			安固縣
40691	PL000000012607	name-only			安固縣
40692	PL000000012607	name-only			安固縣
40702	PL000000014361	name-only			玉環廳
40705	PL000000010646	name-only			東陽縣
40707	PL000000057416	name-only			金山縣
40714	PL000000013563	name-only			浦陽縣
40715	PL000000013554	name-only			浦江縣
40723	PL000000010646	name-only			東陽縣
40725	PL000000010646	name-only			東陽縣
40763	PL000000045686	name-only			會稽縣
40771	PL000000045686	name-only			會稽縣
40777	PL000000002558	name-only			新昌縣
40782	PL000000002788	name-only			永興縣
40783	PL000000002788	name-only			永興縣
40785	PL000000012420	name-only			餘姚縣
40786	PL000000012420	name-only			餘姚縣
40788	PL000000012420	name-only			餘姚縣
40801	PL000000012018	name-only			建德縣
40802	PL000000012018	name-only			建德縣
40803	PL000000012018	name-only			建德縣
40816	PL000000002558	name-only			新昌縣
40824	PL000000037006	name-only			太平廳
40829	PL000000058642	name-only			丹徒縣
40842	PL000000010161	name-only			興國縣
40846	PL000000019216	name-only			安遠縣
40847	PL000000019216	name-only			安遠縣
40848	PL000000019216	name-only			安遠縣
40849	PL000000019216	name-only			安遠縣
40856	PL000000019229	name-only			定南廳
40857	PL000000029710	name-only			平陽縣
40860	PL000000034136	name-only			石城縣
40869	PL000000019231	name-only			虔南廳
40898	PL000000033861	name-only			吉陽縣
40901	PL000000020040	name-only			永豐縣
40914	PL000000015029	name-only			龍泉縣
40915	PL000000015029	name-only			龍泉縣
40917	PL000000015029	name-only			龍泉縣
40919	PL000000058982	name-only			新興縣
40929	PL000000018746	name-only			蓮花廳
40984	PL000000019923	name-only			南豐縣
40985	PL000000019923	name-only			南豐縣
40986	PL000000019923	name-only			南豐縣
40987	PL000000019923	name-only			南豐縣
40990	PL000000058485	name-only			永城縣
40992	PL000000058485	name-only			永城縣
40993	PL000000058485	name-only			永城縣
41004	PL000000014830	name-only			樂安縣
41115	PL000000059261	name-only			奉新縣
41119	PL000000018882	name-only			武寧縣
41121	PL000000018882	name-only			武寧縣
41122	PL000000018882	name-only			武寧縣
41123	PL000000018901	name-only			分寧縣
41174	PL000000014830	name-only			樂安縣
41181	PL000000039482	name-only			新平縣
41190	PL000000013116	name-only			長城縣
41204	PL000000019097	name-only			貴溪縣
41208	PL000000020040	name-only			永豐縣
41209	PL000000020040	name-only			永豐縣
41211	PL000000047172	name-only			寶豐縣
41212	PL000000047172	name-only			寶豐縣
41219	PL000000055279	name-only			高安縣
41252	PL000000002558	name-only			新昌縣
41227	PL000000002558	name-only			新昌縣
41182	PL000000002558	name-only			新昌縣
41306	PL000000002716	name-only			懷安縣
41307	PL000000017076	name-only			旌德縣
41308	PL000000015619	name-only			太平縣
41309	PL000000015619	name-only			太平縣
41310	PL000000017085	name-only			寧國縣
41311	PL000000017085	name-only			寧國縣
41312	PL000000017085	name-only			寧國縣
41317	PL000000015299	name-only			當塗縣
41326	PL000000010146	name-only			海陽縣
41330	PL000000015710	name-only			祁門縣
41337	PL000000015629	name-only			歸德縣
41341	PL000000034136	name-only			石城縣
41346	PL000000016923	name-only			青陽縣
41349	PL000000016693	name-only			石埭縣
41350	PL000000016693	name-only			石埭縣
41351	PL000000016693	name-only			石埭縣
41352	PL000000016693	name-only			石埭縣
41354	PL000000016672	name-only			至德縣
41357	PL000000018032	name-only			綏安縣
41359	PL000000007819	name-only			建平縣
41363	PL000000012018	name-only			建德縣
41364	PL000000015299	name-only			當塗縣
41695	PL000000029806	name-only			資興縣
41696	PL000000029806	name-only			資興縣
41701	PL000000002788	name-only			永興縣
41708	PL000000029770	name-only			義昌縣
41712	PL000000029784	name-only			桂東縣
41713	PL000000029784	name-only			桂東縣
41725	PL000000028829	name-only			醴陵縣
41726	PL000000028829	name-only			醴陵縣
41728	PL000000028829	name-only			醴陵縣
41730	PL000000028728	name-only			瀏陽縣
41731	PL000000028728	name-only			瀏陽縣
41733	PL000000028728	name-only			瀏陽縣
41743	PL000000028871	name-only			湘鄉州
41765	PL000000028780	name-only			攸州
41798	PL000000007819	name-only			建平縣
41809	PL000000030324	name-only			鳳凰廳
41810	PL000000030324	name-only			鳳凰廳
41811	PL000000030303	name-only			乾州廳
41812	PL000000030333	name-only			永綏廳
41821	PL000000029975	name-only			南平縣
41822	PL000000029975	name-only			南平縣
41824	PL000000029710	name-only			平陽縣
41825	PL000000029710	name-only			平陽縣
41842	PL000000055311	name-only			重安縣
41876	PL000000028804	name-only			茶陵軍
41885	PL000000039482	name-only			新平縣
41900	PL000000029445	name-only			索縣
41920	PL000000046578	name-only			安樂縣
41984	PL000000029925	name-only			永明縣
41985	PL000000029925	name-only			永明縣
41986	PL000000029925	name-only			永明縣
42000	PL000000023582	name-only			永昌縣
42004	PL000000029879	name-only			應陽縣
42024	PL000000003514	name-only			武強縣
42027	PL000000030230	name-only			臨岡縣
42401	PL000000010200	name-only			信義縣
42416	PL000000034136	name-only			石城縣
42418	PL000000034136	name-only			石城縣
42419	PL000000034136	name-only			石城縣
42420	PL000000034136	name-only			石城縣
42442	PL000000033839	name-only			瞫都縣
42452	PL000000033908	name-only			紫貝縣
42457	PL000000033941	name-only			曾口縣
42459	PL000000033939	name-only			南建州
42463	PL000000033869	name-only			樂會縣
42464	PL000000033869	name-only			樂會縣
42465	PL000000033869	name-only			樂會縣
42466	PL000000033869	name-only			樂會縣
42467	PL000000033869	name-only			樂會縣
42468	PL000000033869	name-only			樂會縣
42477	PL000000033889	name-only			儋州
42478	PL000000033890	name-only			洛場縣
42479	PL000000033890	name-only			洛場縣
42505	PL000000033861	name-only			吉陽縣
42506	PL000000033861	name-only			吉陽縣
42508	PL000000033867	name-only			落屯縣
42517	PL000000033928	name-only			九龍縣
42519	PL000000033974	name-only			至來縣
42520	PL000000033898	name-only			儋耳縣
42551	PL000000019216	name-only			安遠縣
42554	PL000000010308	name-only			海安縣
42644	PL000000031912	name-only			正義縣
42645	PL000000031912	name-only			正義縣
42140	PL000000010146	name-only			海陽縣
42142	PL000000010146	name-only			海陽縣
42143	PL000000058550	name-only			潮陽縣
42144	PL000000058550	name-only			潮陽縣
42145	PL000000058550	name-only			潮陽縣
42146	PL000000058550	name-only			潮陽縣
42163	PL000000002716	name-only			懷安縣
42174	PL000000027718	name-only			新豐縣
42189	PL000000031505	name-only			連平州
42191	PL000000034136	name-only			石城縣
42210	PL000000002854	name-only			龍門縣
42241	PL000000030597	name-only			建福縣
42275	PL000000046578	name-only			安樂縣
42282	PL000000058982	name-only			新興縣
42284	PL000000058982	name-only			新興縣
42287	PL000000002558	name-only			新昌縣
42299	PL000000031596	name-only			羅水縣
42328	PL000000010308	name-only			海安縣
42344	PL000000030841	name-only			信安縣
42345	PL000000030841	name-only			信安縣
42346	PL000000030841	name-only			信安縣
42648	PL000000032666	name-only			防城縣
42681	PL000000059061	name-only			江都縣
42682	PL000000059061	name-only			江都縣
42683	PL000000059061	name-only			江都縣
42684	PL000000059061	name-only			江都縣
42698	PL000000010878	name-only			輿國
42707	PL000000010308	name-only			海安縣
42708	PL000000010308	name-only			海安縣
42714	PL000000010929	name-only			高郵縣
42715	PL000000010929	name-only			高郵縣
42716	PL000000010929	name-only			高郵縣
42717	PL000000010929	name-only			高郵縣
42732	PL000000058639	name-only			興化縣
42733	PL000000058639	name-only			興化縣
42735	PL000000010850	name-only			射陽縣
42737	PL000000010850	name-only			射陽縣
42738	PL000000010850	name-only			射陽縣
42741	PL000000058491	name-only			鹽城縣
42742	PL000000010850	name-only			射陽縣
42743	PL000000058491	name-only			鹽城縣
42830	PL000000013084	name-only			武原縣
42832	PL000000013084	name-only			武原縣
42833	PL000000013084	name-only			武原縣
42899	PL000000009408	name-only			利城縣
42901	PL000000009408	name-only			利城縣
42926	PL000000060110	name-only			桃園縣
42930	PL000000058395	name-only			如皋縣
42931	PL000000058395	name-only			如皋縣
42944	PL000000031148	name-only			永固縣
43002	PL000000059259	name-only			潛山縣
43019	PL000000009492	name-only			義鄉縣
43030	PL000000016127	name-only			居巢縣
43032	PL000000016127	name-only			居巢縣
43033	PL000000016127	name-only			居巢縣
43035	PL000000016188	name-only			襄安縣
43046	PL000000016192	name-only			臨湖縣
43048	PL000000016192	name-only			臨湖縣
43051	PL000000016188	name-only			襄安縣
43053	PL000000016188	name-only			襄安縣
43054	PL000000016188	name-only			襄安縣
43064	PL000000046578	name-only			安樂縣
43067	PL000000016448	name-only			龍舒縣
43119	PL000000000870	name-only			成德縣
43121	PL000000000870	name-only			成德縣
43141	PL000000016474	name-only			霍山縣
43143	PL000000016474	name-only			霍山縣
43161	PL000000002558	name-only			新昌縣
43192	PL000000016016	name-only			竹縣
43248	PL000000016082	name-only			僮國
43263	PL000000010646	name-only			東陽縣
43264	PL000000010646	name-only			東陽縣
43266	PL000000015860	name-only			天長縣
43280	PL000000027718	name-only			新豐縣
43285	PL000000010621	name-only			盱眙縣
43287	PL000000010621	name-only			盱眙縣
43288	PL000000010621	name-only			盱眙縣
43289	PL000000010621	name-only			盱眙縣
43290	PL000000010621	name-only			盱眙縣
43292	PL000000010621	name-only			盱眙縣
43293	PL000000010621	name-only			盱眙縣
43294	PL000000010621	name-only			盱眙縣
43298	PL000000025587	name-only			考城縣
43332	PL000000058492	name-only			潁上縣
43333	PL000000058492	name-only			潁上縣
43334	PL000000058492	name-only			潁上縣
43416	PL000000016474	name-only			霍山縣
43417	PL000000016474	name-only			霍山縣
42122	PL000000025761	name-only			鍾武縣
42123	PL000000046578	name-only			安樂縣
42124	PL000000055311	name-only			重安縣
42136	PL000000002854	name-only			龍門縣
43558	PL000000059256	name-only			黃梅縣
87468	PL000000010146	name-only			海陽縣
87159	PL000000000394	name-only			廣平縣
87600	PL000000003595	name-only			蓚縣
87904	PL000000000394	name-only			廣平縣
87622	PL000000003546	name-only			博陵國
88117	PL000000003514	name-only			武強縣
70734	PL000000058524	name-only			臨潼縣
70586	PL000000046840	name-only			巴燕戎格廳
210002	PL000000005626	name-only			保德軍
210004	PL000000005616	name-only			火山軍
94201	PL000000005557	name-only			管州
210007	PL000000005557	name-only			管州
94187	PL000000004753	name-only			受州
210021	PL000000004753	name-only			受州
210022	PL000000004753	name-only			受州
210023	PL000000004083	name-only			平定軍
210024	PL000000004083	name-only			平定軍
210027	PL000000003799	name-only			太原國
212203	PL000000005595	name-only			岢嵐州
94188	PL000000043316	name-only			太州
210043	PL000000005286	name-only			肆州
210044	PL000000005286	name-only			肆州
212618	PL000000005286	name-only			肆州
210057	PL000000005674	name-only			敷城
210058	PL000000005544	name-only			寧化軍
212459	PL000000036512	name-only			方州
94162	PL000000006221	name-only			浩州
94191	PL000000007860	name-only			榆州
94193	PL000000004692	name-only			箕州
94194	PL000000004692	name-only			儀州
94196	PL000000004692	name-only			儀州
210091	PL000000004276	name-only			鄉郡
210092	PL000000004276	name-only			鄉郡
210099	PL000000004537	name-only			平齊郡
210100	PL000000004537	name-only			平齊郡
210103	PL000000002667	name-only			北靈丘郡
212208	PL000000004609	name-only			朔平府
210137	PL000000005989	name-only			呂州
94141	PL000000005989	name-only			呂州
210141	PL000000004980	name-only			北鄉郡
210142	PL000000005039	name-only			東雍州
210143	PL000000005039	name-only			東雍州
210152	PL000000005057	name-only			南絳
210153	PL000000005057	name-only			南絳
94066	PL000000004123	name-only			潞安府
210184	PL000000035494	name-only			北五城
210196	PL000000005674	name-only			敷城
210210	PL000000005714	name-only			禽昌
94062	PL000000004365	name-only			澤州府
210248	PL000000006242	name-only			歸化城廳
210249	PL000000006891	name-only			寧遠廳
210250	PL000000006243	name-only			綏遠城廳
210251	PL000000006314	name-only			和林格爾廳
210252	PL000000006331	name-only			清水河廳
210253	PL000000006283	name-only			托克托城廳
210254	PL000000006377	name-only			薩拉齊廳
210255	PL000000006931	name-only			豐鎮廳
210267	PL000000000325	name-only			順天
87659	PL000000002189	name-only			安肅軍
87668	PL000000002182	name-only			廣信軍
210272	PL000000002414	name-only			完州
87704	PL000000002398	name-only			永寧軍
87705	PL000000002398	name-only			永寧軍
87707	PL000000002395	name-only			蠡州
87736	PL000000002255	name-only			順安軍
87762	PL000000001517	name-only			武陽郡
87831	PL000000024722	name-only			開德府
87841	PL000000002515	name-only			鮮虞
87984	PL000000040507	name-only			宗州
88007	PL000000003211	name-only			獻州
212515	PL000000003241	name-only			鄚州
88040	PL000000003099	name-only			永靜軍
210330	PL000000000671	name-only			天津三衛
88256	PL000000000786	name-only			漳河
210342	PL000000001882	name-only			南趙郡
212383	PL000000001015	name-only			常山國
212384	PL000000001015	name-only			常山國
210369	PL000000022531	name-only			甘陵
212387	PL000000000793	name-only			真定國
212388	PL000000000793	name-only			真定國
87621	PL000000003546	name-only			博陵國
210386	PL000000003546	name-only			博陵國
210388	PL000000003388	name-only			章武國
210390	PL000000002444	name-only			高陽國
210399	PL000000000363	name-only			廣陽國
210410	PL000000000751	name-only			燕山
212511	PL000000002754	name-only			媯州
210414	PL000000002754	name-only			媯州
210415	PL000000002751	name-only			媯川
210416	PL000000002754	name-only			媯州
210417	PL000000002756	name-only			可汗州
210418	PL000000002756	name-only			可汗州
210425	PL000000006883	name-only			宣寧
210426	PL000000002583	name-only			宣府三衛
210427	PL000000002581	name-only			宣府鎮
88497	PL000000002567	name-only			張家口廳
88498	PL000000002819	name-only			獨石口廳
212601	PL000000022218	name-only			平原國
210463	PL000000022218	name-only			平原國
210507	PL000000021878	name-only			牟州
212602	PL000000020539	name-only			膠東國
212604	PL000000020539	name-only			膠東國
210528	PL000000020539	name-only			膠東國
210545	PL000000021956	name-only			東海國
210546	PL000000021956	name-only			東海國
210548	PL000000021956	name-only			東海國
210555	PL000000021536	name-only			襲慶府
210561	PL000000020783	name-only			滕州
210565	PL000000020721	name-only			鄫州
210566	PL000000020721	name-only			鄫州
210578	PL000000022890	name-only			濟寧路
210579	PL000000022890	name-only			濟寧路
210591	PL000000024806	name-only			濮陽國
210610	PL000000022986	name-only			定陶國
45348	PL000000022484	name-only			冠州
210644	PL000000001726	name-only			毛州
210645	PL000000001726	name-only			毛州
210650	PL000000024218	name-only			林州
212217	PL000000024082	name-only			鄴郡
210676	PL000000024249	name-only			安利軍
210679	PL000000024248	name-only			浚州
210681	PL000000024248	name-only			浚州
210714	PL000000005557	name-only			管州
210715	PL000000005557	name-only			管州
210717	PL000000023471	name-only			陳留國
210721	PL000000023329	name-only			汴州
210722	PL000000023329	name-only			汴州
210724	PL000000023329	name-only			汴州
210726	PL000000023329	name-only			汴州
210744	PL000000023359	name-only			杞州
212490	PL000000023359	name-only			杞州
210751	PL000000024926	name-only			鈞州
210766	PL000000025571	name-only			碭郡
210768	PL000000025571	name-only			碭郡
210770	PL000000025571	name-only			碭郡
210783	PL000000026090	name-only			淮陽國
210785	PL000000026090	name-only			淮陽國
210788	PL000000026090	name-only			淮陽國
210790	PL000000026090	name-only			淮陽國
210799	PL000000026066	name-only			淮寧
210809	PL000000025946	name-only			汝南國
212616	PL000000025946	name-only			汝南國
210817	PL000000034115	name-only			溱州
210822	PL000000025756	name-only			北義陽郡
210824	PL000000035797	name-only			宋安
210827	PL000000026525	name-only			南司州
210833	PL000000025768	name-only			南淮安左郡
210835	PL000000026258	name-only			初安郡
210836	PL000000026258	name-only			初安郡
210846	PL000000025873	name-only			北新蔡郡
210865	PL000000025959	name-only			息州
210866	PL000000025959	name-only			息州
210867	PL000000025959	name-only			息州
210868	PL000000025959	name-only			息州
212627	PL000000026305	name-only			淮州
212233	PL000000009949	name-only			金昌
210912	PL000000025033	name-only			陝郡
212499	PL000000029410	name-only			鼎州
212241	PL000000025449	name-only			南襄城郡
210924	PL000000025434	name-only			義陽國
210926	PL000000025204	name-only			南陽國
210938	PL000000036769	name-only			淯州
210940	PL000000036769	name-only			淯州
210945	PL000000019230	name-only			定南
210959	PL000000025315	name-only			析陽郡
210960	PL000000025315	name-only			析陽郡
210961	PL000000025380	name-only			淅陽郡
210967	PL000000038218	name-only			淅州
210969	PL000000025380	name-only			淅陽郡
210986	PL000000033554	name-only			周安
212248	PL000000034436	name-only			萬世
210988	PL000000031367	name-only			萬川
211001	PL000000038198	name-only			容山
211002	PL000000034595	name-only			石砫廳
212448	PL000000034644	name-only			黔安郡
211027	PL000000002398	name-only			永寧軍
211029	PL000000036386	name-only			順慶路
211044	PL000000036841	name-only			馬湖路
211068	PL000000037440	name-only			汶州
211074	PL000000034995	name-only			灌州
211076	PL000000035098	name-only			漢原郡
211081	PL000000035103	name-only			崇慶軍
211082	PL000000035103	name-only			崇慶府
212256	PL000000034888	name-only			寧蜀郡
211097	PL000000035040	name-only			濛州
211098	PL000000035040	name-only			濛州
211107	PL000000035354	name-only			新都國
211112	PL000000034880	name-only			金淵
211113	PL000000031635	name-only			齊樂郡
211114	PL000000036588	name-only			齊通左郡
211131	PL000000035121	name-only			和義
211133	PL000000035134	name-only			紹熙府
211135	PL000000035084	name-only			蜀郡屬國
211140	PL000000037127	name-only			天全六番招討司
212402	PL000000037076	name-only			黎州安撫司
211169	PL000000001182	name-only			昌城
96633	PL000000035482	name-only			潼川州
211179	PL000000035854	name-only			東遂寧郡
211191	PL000000036904	name-only			綏定府
211200	PL000000037006	name-only			太平廳
211202	PL000000033993	name-only			三巴
211211	PL000000035212	name-only			東江陽郡
211217	PL000000035430	name-only			潼州
211225	PL000000035570	name-only			石泉軍
211226	PL000000035570	name-only			石泉軍
211227	PL000000035570	name-only			石泉軍
211236	PL000000034136	name-only			庸州
96634	PL000000035255	name-only			敘永廳
212658	PL000000037527	name-only			扶州
211243	PL000000037513	name-only			松潘衛
211245	PL000000037513	name-only			松潘衛
96452	PL000000037485	name-only			松潘廳
211246	PL000000037485	name-only			松潘廳
211251	PL000000037457	name-only			柘州
211252	PL000000037457	name-only			柘州
96563	PL000000034104	name-only			渝州
212572	PL000000034104	name-only			渝州
211261	PL000000034104	name-only			渝州
96644	PL000000034101	name-only			重慶路
212264	PL000000036538	name-only			北巴西郡
211279	PL000000029099	name-only			南梁州
212567	PL000000037193	name-only			壁州
211300	PL000000037193	name-only			壁州
211302	PL000000037201	name-only			集州
212563	PL000000037201	name-only			集州
211303	PL000000037201	name-only			集州
211306	PL000000029099	name-only			南梁州
212670	PL000000035759	name-only			始州
212514	PL000000035759	name-only			始州
211315	PL000000043449	name-only			南白水
212267	PL000000046457	name-only			木門
211323	PL000000037177	name-only			北水郡
211325	PL000000011580	name-only			石山
211327	PL000000036393	name-only			南宕渠郡
211339	PL000000036766	name-only			長寧軍
211344	PL000000035599	name-only			西龍門郡
96637	PL000000037612	name-only			打箭爐廳
211355	PL000000037713	name-only			嶲州
211358	PL000000037713	name-only			嶲州
211360	PL000000037713	name-only			嶲州
211361	PL000000037713	name-only			嶲州
211362	PL000000037713	name-only			嶲州
211365	PL000000037735	name-only			四川行都司
211366	PL000000037734	name-only			建昌衛
211367	PL000000037774	name-only			德昌路
212272	PL000000037678	name-only			登科府
211374	PL000000035697	name-only			宋熙郡
212401	PL000000007010	name-only			多倫諾爾廳
211399	PL000000044320	name-only			晉寧軍
211405	PL000000044088	name-only			榆林衛
211419	PL000000043692	name-only			定邊軍
212434	PL000000044254	name-only			鹽川郡
70349	PL000000043333	name-only			潼關衛
211429	PL000000042201	name-only			奉元路
211439	PL000000043113	name-only			醴州
211443	PL000000043316	name-only			太州
211446	PL000000043316	name-only			太州
211448	PL000000025033	name-only			興德府
212518	PL000000040052	name-only			褒州
211459	PL000000043850	name-only			興元路
71094	PL000000044004	name-only			大安軍
71096	PL000000044004	name-only			大安軍
71234	PL000000037455	name-only			直州
211476	PL000000042910	name-only			扶風國
211487	PL000000045639	name-only			安西州
211489	PL000000045821	name-only			敦煌鎮
211498	PL000000044590	name-only			蘭州府
211507	PL000000044807	name-only			靖虜衛
211519	PL000000046073	name-only			定西州
211526	PL000000046123	name-only			鞏昌路
211540	PL000000046659	name-only			洮州衛
211547	PL000000047289	name-only			鎮戎軍
211550	PL000000047303	name-only			開成
212278	PL000000004692	name-only			儀州
212581	PL000000045875	name-only			順化郡
211561	PL000000047094	name-only			寧夏衛
211562	PL000000047094	name-only			寧夏衛
211568	PL000000045187	name-only			甘州府
211577	PL000000045058	name-only			涼州衛
211579	PL000000044765	name-only			永昌衛
211581	PL000000046805	name-only			鄯州
211583	PL000000046805	name-only			鄯州
211585	PL000000046732	name-only			西寧衛
211587	PL000000045511	name-only			莊浪
211602	PL000000000611	name-only			鎮遠軍
211619	PL000000029410	name-only			鼎州
211625	PL000000043501	name-only			北雍州
211626	PL000000043501	name-only			北雍州
211631	PL000000042732	name-only			崇州
211636	PL000000043682	name-only			保安軍
211642	PL000000044258	name-only			闡熙郡
211648	PL000000042852	name-only			平秦郡
211657	PL000000042756	name-only			東秦州
211661	PL000000042756	name-only			東秦州
211662	PL000000042756	name-only			東秦州
211676	PL000000029810	name-only			漢寧
211682	PL000000046496	name-only			固道郡
211683	PL000000046496	name-only			固道郡
211686	PL000000040052	name-only			褒州
211695	PL000000006687	name-only			化政郡
212634	PL000000029099	name-only			南梁州
211720	PL000000037455	name-only			直州
211721	PL000000037455	name-only			直州
212641	PL000000005039	name-only			東雍州
211734	PL000000044519	name-only			拒陽
211740	PL000000045437	name-only			趙平郡
211745	PL000000044287	name-only			綏德軍
211778	PL000000046149	name-only			隴西國
211782	PL000000044946	name-only			廣魏郡
211797	PL000000046269	name-only			岷州衛
211798	PL000000046656	name-only			洪和郡
211803	PL000000047357	name-only			化平川廳
211804	PL000000045499	name-only			義寧軍
211806	PL000000047347	name-only			德順軍
211817	PL000000046018	name-only			趙興郡
212656	PL000000047152	name-only			薄骨律鎮
211828	PL000000045361	name-only			山丹衛
211833	PL000000045146	name-only			魏安郡
211842	PL000000046810	name-only			鄯善鎮
211843	PL000000046805	name-only			鄯州
211844	PL000000048576	name-only			樂都
211845	PL000000048576	name-only			樂都
211846	PL000000046813	name-only			湟州
211865	PL000000059739	name-only			光華
211867	PL000000046302	name-only			武階郡
211877	PL000000046324	name-only			廣業郡
211891	PL000000045570	name-only			肅州衛
99388	PL000000038301	name-only			琰州
99391	PL000000038244	name-only			普定
99392	PL000000055785	name-only			羅甸
99393	PL000000038246	name-only			普定路
211909	PL000000038242	name-only			普定衛
99395	PL000000038259	name-only			平壩衛
99396	PL000000038280	name-only			安莊衛
99402	PL000000038881	name-only			南牂柯郡
99406	PL000000038933	name-only			候州
99410	PL000000039093	name-only			峨州
99411	PL000000038904	name-only			勞州
99413	PL000000038739	name-only			亮州
99416	PL000000039089	name-only			定雲府
99428	PL000000039028	name-only			令州
99438	PL000000037999	name-only			威清衛
99442	PL000000039013	name-only			金竹府
99443	PL000000038765	name-only			五開衛
99445	PL000000038738	name-only			銅鼓衛
99446	PL000000038738	name-only			銅鼓衛
99448	PL000000038645	name-only			黃平府
99449	PL000000038656	name-only			興隆衛
211916	PL000000038878	name-only			平越衛
211917	PL000000038865	name-only			平越州
99454	PL000000038377	name-only			費州
211919	PL000000038342	name-only			平溪衛
211921	PL000000038424	name-only			松桃廳
99496	PL000000038059	name-only			播州宣撫司
211922	PL000000038225	name-only			仁懷廳
80020	PL000000039980	name-only			傍州
80022	PL000000040052	name-only			褒州
80092	PL000000039372	name-only			東川路
80141	PL000000041381	name-only			和往州
211926	PL000000041400	name-only			鶴慶府
211927	PL000000041401	name-only			鶴慶路
80157	PL000000030030	name-only			鶴州
80171	PL000000039612	name-only			犍為屬國
211928	PL000000039822	name-only			景東府
211929	PL000000039821	name-only			景東廳
80230	PL000000039121	name-only			昆州
80231	PL000000039121	name-only			昆州
80295	PL000000041413	name-only			麓川
80297	PL000000041413	name-only			麓川路
211930	PL000000041413	name-only			麓川路
80325	PL000000039405	name-only			麻州
80332	PL000000041417	name-only			茫施路
80333	PL000000039863	name-only			茫天連
80334	PL000000040053	name-only			髳州
211933	PL000000041299	name-only			蒙化府
80343	PL000000041299	name-only			蒙化府
211934	PL000000041298	name-only			蒙化廳
80356	PL000000041303	name-only			蒙舍州
80366	PL000000039940	name-only			孟定路
80389	PL000000041402	name-only			謀統府
80392	PL000000039943	name-only			謀粘路
80396	PL000000039862	name-only			木連路
