chgis_sys_id	dila_pl_id	match_method	delta_lat	delta_lon	name
211936	PL000000040088	name-only			南甸
80429	PL000000039605	name-only			南朱提郡
80451	PL000000041472	name-only			平緬路
80460	PL000000039652	name-only			鉗州
80474	PL000000040008	name-only			丘州
80475	PL000000040093	name-only			求州
80476	PL000000039616	name-only			曲州
80481	PL000000047543	name-only			柔遠
80490	PL000000041379	name-only			舍利州
80540	PL000000039471	name-only			唐封
80554	PL000000041380	name-only			邆備州
80603	PL000000039974	name-only			望州
211946	PL000000039828	name-only			威遠廳
80678	PL000000039721	name-only			袖州
80692	PL000000040023	name-only			姚安府
211951	PL000000040023	name-only			姚安府
80694	PL000000040025	name-only			姚安路
80738	PL000000040032	name-only			尹州
80778	PL000000041273	name-only			越析詔
80779	PL000000041273	name-only			越析州
80797	PL000000040483	name-only			曾州
211956	PL000000039883	name-only			鎮邊廳
211957	PL000000039883	name-only			鎮邊廳
211958	PL000000039883	name-only			鎮邊廳
80817	PL000000039917	name-only			鎮康路
80826	PL000000047563	name-only			鎮西府
80827	PL000000041446	name-only			鎮西路
211959	PL000000039851	name-only			鎮沅府
211961	PL000000039849	name-only			鎮沅州
80849	PL000000040507	name-only			宗州
212292	PL000000044277	name-only			匡州
211963	PL000000039295	name-only			庲降都督
211965	PL000000039566	name-only			騰越廳
212299	PL000000040453	name-only			西阿郡
211972	PL000000040219	name-only			廣西州
211974	PL000000039114	name-only			中慶路
211981	PL000000039445	name-only			澂江路
211988	PL000000039804	name-only			普洱府
211992	PL000000039599	name-only			烏蒙路
211993	PL000000039598	name-only			烏蒙府
211994	PL000000039596	name-only			昭通府
211995	PL000000039496	name-only			元江路
211996	PL000000039494	name-only			元江府
211997	PL000000039493	name-only			元江州
211999	PL000000039777	name-only			瀾滄衛
212000	PL000000039757	name-only			北勝州
212001	PL000000039757	name-only			北勝州
212003	PL000000039756	name-only			永北廳
80296	PL000000041413	name-only			麓川路
212006	PL000000048818	name-only			孟隆路
212007	PL000000049628	name-only			蒙慶府
212008	PL000000048726	name-only			蒙兀路
212010	PL000000040246	name-only			和泥路
212011	PL000000048823	name-only			木邦路
212021	PL000000039682	name-only			鎮雄州
212022	PL000000039684	name-only			鎮雄府
212025	PL000000002624	name-only			威寧
212026	PL000000038608	name-only			烏撒路
212027	PL000000038607	name-only			烏撒府
212028	PL000000038549	name-only			畢節衛
212029	PL000000038547	name-only			赤水衛
212030	PL000000035260	name-only			普市所
212037	PL000000038915	name-only			新添葛蠻安撫司
212040	PL000000038502	name-only			安南衛
212044	PL000000038041	name-only			普安衛
212047	PL000000040397	name-only			茫部
212049	PL000000038696	name-only			清浪衛
99263	PL000000038644	name-only			黃平安撫司
212050	PL000000038669	name-only			偏橋衛
212054	PL000000036830	name-only			瀘州衛
212055	PL000000036830	name-only			瀘州衛
212056	PL000000034600	name-only			平茶洞司
34313	PL000000028427	name-only			施州衛
34319	PL000000026630	name-only			鄖陽府
34340	PL000000028514	name-only			師壁洞安撫司
34343	PL000000028477	name-only			施南宣撫司
34392	PL000000026525	name-only			南司州
34393	PL000000028163	name-only			亭州
34445	PL000000047994	name-only			玉州
34450	PL000000047994	name-only			玉州
34459	PL000000026997	name-only			東松州
34463	PL000000026833	name-only			硤州
34473	PL000000034136	name-only			庸州
34474	PL000000028163	name-only			亭州
34477	PL000000030187	name-only			業州
34496	PL000000027327	name-only			棗陽軍
34497	PL000000028309	name-only			隋州
34499	PL000000028309	name-only			隋州
34501	PL000000028309	name-only			隋州
34533	PL000000027342	name-only			章陵
212301	PL000000056942	name-only			遼東
212303	PL000000007076	name-only			盛京
212304	PL000000007076	name-only			盛京
212309	PL000000007306	name-only			興京廳
212313	PL000000007151	name-only			新民廳
212315	PL000000030324	name-only			鳳凰廳
212322	PL000000008057	name-only			長白
212324	PL000000036209	name-only			黑龍江
212328	PL000000059373	name-only			龍江
212330	PL000000008132	name-only			呼蘭
212347	PL000000007983	name-only			吉林
212351	PL000000007983	name-only			吉林
212353	PL000000007956	name-only			長春廳
212354	PL000000007956	name-only			長春廳
212355	PL000000008059	name-only			長春
212361	PL000000028194	name-only			雙城
212057	PL000000035505	name-only			西宕渠郡
96387	PL000000037017	name-only			六番招討司
212559	PL000000037564	name-only			當州
212593	PL000000037516	name-only			江源
212071	PL000000037564	name-only			當州
212072	PL000000046350	name-only			北部
212073	PL000000037807	name-only			會川衛
212077	PL000000037751	name-only			柏興府
212078	PL000000037760	name-only			鹽井衛
212094	PL000000046520	name-only			槃頭
212097	PL000000059130	name-only			長岡郡
87737	PL000000002255	name-only			順安軍
88220	PL000000003080	name-only			乾寧軍
212101	PL000000003401	name-only			保定軍
212103	PL000000003424	name-only			信安軍
87660	PL000000002189	name-only			安肅軍
212115	PL000000045511	name-only			莊浪
212116	PL000000045511	name-only			莊浪
212117	PL000000047227	name-only			寧夏後衛
212123	PL000000047387	name-only			寧夏中衛
212127	PL000000045321	name-only			鎮夷所
212129	PL000000045140	name-only			鎮番衛
212133	PL000000038244	name-only			普定
212134	PL000000039812	name-only			馬龍他郎甸司
212138	PL000000039758	name-only			北勝府
212139	PL000000039910	name-only			大侯州
212145	PL000000039861	name-only			孟璉司
212146	PL000000039250	name-only			尋甸府
212147	PL000000039250	name-only			尋甸府
212148	PL000000039252	name-only			仁德府
212151	PL000000038170	name-only			思州宣撫司
212160	PL000000033462	name-only			慶遠南丹安撫司
35424	PL000000033698	name-only			思明路
212167	PL000000033720	name-only			龍州萬戶府
35465	PL000000033462	name-only			慶遠南丹安撫司
212177	PL000000033126	name-only			泗城府
35482	PL000000033164	name-only			西隆州
212192	PL000000033021	name-only			百色廳
212193	PL000000033700	name-only			思明府
32019	PL000000018488	name-only			福寧府
32020	PL000000017943	name-only			永春州
32031	PL000000054933	name-only			臺東州
32044	PL000000018407	name-only			臨汀郡
32049	PL000000017165	name-only			閩州
32056	PL000000017169	name-only			晉平郡
32077	PL000000017998	name-only			梁安郡
32083	PL000000017165	name-only			閩州
32101	PL000000018374	name-only			龍岩州
32142	PL000000054933	name-only			臺東州
32149	PL000000017743	name-only			鏞州
32150	PL000000018143	name-only			鐔州
32208	PL000000057159	name-only			嵊州
32238	PL000000012516	name-only			東嘉州
32240	PL000000014929	name-only			處州路
32279	PL000000013627	name-only			麗州
32302	PL000000010980	name-only			鎮江路
32345	PL000000012134	name-only			潛州
32361	PL000000013134	name-only			鄣郡
32365	PL000000009743	name-only			毗陵典農校尉
32369	PL000000010959	name-only			南東海郡
32399	PL000000009419	name-only			江陰軍
32400	PL000000009419	name-only			江陰軍
32046	PL000000009419	name-only			江陰軍
32402	PL000000009419	name-only			江陰軍
32468	PL000000017042	name-only			猷州
32481	PL000000015326	name-only			南豫州
32565	PL000000019111	name-only			贛州
32592	PL000000018617	name-only			洪都
32609	PL000000006221	name-only			浩州
32626	PL000000019789	name-only			瑞州
32634	PL000000020066	name-only			鉛山州
32751	PL000000028653	name-only			天臨路
32758	PL000000029406	name-only			常德路
32775	PL000000030303	name-only			乾州廳
32776	PL000000030324	name-only			鳳凰廳
32777	PL000000030333	name-only			永綏廳
32778	PL000000030333	name-only			永綏廳
32803	PL000000030162	name-only			晃州廳
33024	PL000000031098	name-only			肇慶路
33033	PL000000031642	name-only			連山廳
33035	PL000000031684	name-only			英德州
33037	PL000000031684	name-only			英德州
33040	PL000000030707	name-only			南雄路
33041	PL000000030705	name-only			南雄府
33043	PL000000030705	name-only			南雄府
33059	PL000000030859	name-only			赤溪廳
33060	PL000000031329	name-only			嘉應州
33062	PL000000031329	name-only			嘉應州
33063	PL000000033886	name-only			南寧軍
33067	PL000000033832	name-only			乾寧安撫司
32811	PL000000028674	name-only			長沙國
32813	PL000000028674	name-only			長沙國
32815	PL000000028674	name-only			長沙國
32818	PL000000028674	name-only			長沙國
32829	PL000000047994	name-only			玉州
32842	PL000000029671	name-only			敦州
32856	PL000000030030	name-only			鶴州
32857	PL000000030187	name-only			業州
32859	PL000000030187	name-only			業州
32860	PL000000030190	name-only			獎州
32868	PL000000031963	name-only			誠州
32870	PL000000031963	name-only			誠州
32881	PL000000029410	name-only			鼎州
32903	PL000000029099	name-only			南梁州
32907	PL000000029098	name-only			敏州
32911	PL000000030245	name-only			巫州
32913	PL000000030245	name-only			巫州
32914	PL000000030179	name-only			潭陽
32915	PL000000030245	name-only			巫州
32927	PL000000035218	name-only			純州
32936	PL000000029705	name-only			桂陽軍
32953	PL000000042732	name-only			崇州
34278	PL000000031587	name-only			春州
34005	PL000000031917	name-only			勤州
34006	PL000000031587	name-only			春州
34007	PL000000031587	name-only			春州
34008	PL000000031587	name-only			春州
34014	PL000000033865	name-only			朱崖軍
34019	PL000000033851	name-only			振州
34020	PL000000033889	name-only			儋州
34026	PL000000032706	name-only			陸州
34027	PL000000032706	name-only			陸州
34046	PL000000031687	name-only			英州
34049	PL000000031064	name-only			辯州
34051	PL000000031064	name-only			辯州
34055	PL000000032972	name-only			山州
34056	PL000000031045	name-only			潘州
34060	PL000000031024	name-only			竇州
34061	PL000000031024	name-only			竇州
34062	PL000000031024	name-only			竇州
34063	PL000000031073	name-only			瀧州
34077	PL000000030467	name-only			番州
34105	PL000000033939	name-only			南建州
34109	PL000000031917	name-only			勤州
34110	PL000000031917	name-only			勤州
34111	PL000000031917	name-only			勤州
34112	PL000000031917	name-only			雲浮郡
34113	PL000000031587	name-only			春州
34115	PL000000031073	name-only			瀧州
34119	PL000000031024	name-only			竇州
34127	PL000000031045	name-only			潘州
34128	PL000000031045	name-only			南潘郡
34133	PL000000031064	name-only			辯州
34144	PL000000032712	name-only			寧越郡
34146	PL000000032712	name-only			寧越郡
34147	PL000000040182	name-only			南亭
34149	PL000000032706	name-only			陸州
34160	PL000000002729	name-only			萬全
34161	PL000000033848	name-only			臨振郡
34162	PL000000033851	name-only			振州
34163	PL000000033848	name-only			臨振郡
34166	PL000000033889	name-only			儋州
34168	PL000000031045	name-only			潘州
34178	PL000000035797	name-only			宋安
34179	PL000000031635	name-only			齊樂郡
34194	PL000000030467	name-only			番州
34201	PL000000031132	name-only			綏建郡
34218	PL000000031074	name-only			廣熙郡
34219	PL000000031074	name-only			廣熙郡
34224	PL000000031073	name-only			瀧州
34228	PL000000035697	name-only			宋熙郡
34229	PL000000031235	name-only			宋隆郡
34230	PL000000035697	name-only			宋熙郡
34236	PL000000030950	name-only			珠官
34243	PL000000030946	name-only			朱崖郡
34245	PL000000031549	name-only			宋康郡
34252	PL000000031013	name-only			南巴
34265	PL000000032618	name-only			鹽田郡
34268	PL000000032731	name-only			宋廣
34271	PL000000047994	name-only			玉州
33340	PL000000010783	name-only			邗州
33307	PL000000010783	name-only			淮海
33348	PL000000011208	name-only			東楚州
33356	PL000000010505	name-only			淮安
33365	PL000000009623	name-only			淮陽軍
33374	PL000000010632	name-only			盱眙軍
33376	PL000000010632	name-only			盱眙軍
33383	PL000000042732	name-only			崇州
33311	PL000000010381	name-only			海門廳
33384	PL000000010590	name-only			漣州
33385	PL000000010589	name-only			漣水軍
33386	PL000000010589	name-only			漣水軍
33387	PL000000010589	name-only			漣水軍
33388	PL000000010589	name-only			漣水軍
33389	PL000000010589	name-only			漣水軍
33393	PL000000038173	name-only			承州
33399	PL000000021956	name-only			東海國
33400	PL000000021956	name-only			東海國
33402	PL000000021956	name-only			東海國
33404	PL000000021956	name-only			東海國
33409	PL000000010839	name-only			廣陵國
33411	PL000000010839	name-only			廣陵國
33412	PL000000032684	name-only			江平
33414	PL000000010839	name-only			廣陵國
33426	PL000000009637	name-only			下邳國
33432	PL000000011257	name-only			泗水國
33434	PL000000011257	name-only			泗水國
33442	PL000000036512	name-only			方州
33473	PL000000016342	name-only			安豐軍
33475	PL000000016342	name-only			安豐軍
33503	PL000000015414	name-only			安慶路
33522	PL000000015236	name-only			仁州
35262	PL000000033007	name-only			禺州
35263	PL000000033007	name-only			禺州
35259	PL000000033007	name-only			禺州
35260	PL000000032945	name-only			溫水
35261	PL000000033007	name-only			禺州
35241	PL000000032972	name-only			山州
35243	PL000000032972	name-only			山州
35002	PL000000033625	name-only			象郡
35003	PL000000033625	name-only			象郡
35392	PL000000033677	name-only			籠州
35390	PL000000033677	name-only			籠州
35292	PL000000032806	name-only			懷澤
35127	PL000000010388	name-only			鬱州
35126	PL000000040032	name-only			尹州
35064	PL000000032795	name-only			郁林郡
35065	PL000000032795	name-only			郁林郡
35128	PL000000032795	name-only			郁林郡
35228	PL000000032899	name-only			常林
35224	PL000000024218	name-only			林州
35010	PL000000032795	name-only			郁林郡
35009	PL000000032795	name-only			郁林郡
35008	PL000000032795	name-only			郁林郡
35007	PL000000032795	name-only			郁林郡
35063	PL000000032795	name-only			郁林郡
35062	PL000000032795	name-only			郁林郡
35005	PL000000032795	name-only			郁林郡
35004	PL000000032795	name-only			郁林郡
35113	PL000000032618	name-only			鹽田郡
35045	PL000000030950	name-only			珠官
35046	PL000000030950	name-only			珠官
35060	PL000000001151	name-only			樂陽
35059	PL000000032101	name-only			簡陽
35340	PL000000033608	name-only			循德
35076	PL000000033625	name-only			象郡
35384	PL000000031970	name-only			朗寧
35387	PL000000031963	name-only			誠州
35156	PL000000032844	name-only			思唐州
35157	PL000000032844	name-only			思唐州
35326	PL000000032030	name-only			澄州
35328	PL000000032030	name-only			澄州
35327	PL000000033555	name-only			賀水
35329	PL000000032030	name-only			澄州
35197	PL000000032555	name-only			感義
35122	PL000000020783	name-only			滕州
35075	PL000000030617	name-only			韶陽
35366	PL000000033540	name-only			芝州
35368	PL000000033540	name-only			芝州
35275	PL000000032910	name-only			牢州
35274	PL000000032910	name-only			牢州
35277	PL000000032910	name-only			牢州
35235	PL000000032988	name-only			黨州
35230	PL000000032988	name-only			黨州
35231	PL000000032988	name-only			黨州
35232	PL000000032988	name-only			黨州
35236	PL000000032988	name-only			黨州
35233	PL000000032988	name-only			黨州
35301	PL000000010388	name-only			鬱州
35304	PL000000032795	name-only			郁林郡
35257	PL000000031045	name-only			潘州
